input,output
"Style: Industrial, Modern & Contemporary | Material: MDF, Metal | Finish: Wood Finish | Assembly: Assembly Required | Color: Brown | Product Features: Includes Hardware, Storage | Dimensions: 39. 37 In. L X 11. 81 In. W X 31. 5 In. H | Warranty: 180 day Limited Distributor","Expertly crafted, this console table featuring a unique geometric metal base and rustic wood top oozes industrial chic. Seamlessly blending with a variety of decor styles, it offers a spacious tabletop for showcasing decor. Ideal for compact spaces due to its slim design, it can be ideally positioned in a hall, foyer, or behind a living room sofa. Let it display your cherished items, greenery, or family photos for a delightful personal touch in your space. "
"Style: Modern & Contemporary | Material: Faux Leather | Finish: Steel Finish | Assembly: Assembly Required | Color: Black, Brown, White, Yellow | Product Features: Upholstered | Dimensions: 19. 0 In. L X 19. 2 In. W X 39. 0 In. H | Warranty: 1 year Limited Manufacturer","Introducing BOSSIN's Faux Leather Counter Stool Vintage Barstools - the perfect addition to your bar, restaurant or home. The iron frame with matte black powder coating provides durability while the curved seat conforms to the contours of your body for enhanced comfort. With a choice of five faux-leather upholstery colors, these stools allow you to match your style effortlessly. The chairs also have an ergonomic design for added comfort and come with non-slip feet to protect your floors. With a weight capacity of 300 pounds, this set of two easily-assembled stools offers great value for money. "
"Style: French Country, Mid-Century Modern, Modern & Contemporary, Rustic | Material: Leather | Finish: Powder Coated | Assembly: Assembly Required | Color: Beige, Brown, Grey | Product Features: Water Resistant | Dimensions: 17. 32 In. W X 38. 39 In. H X 23. 43 In. D | Warranty: 30 day Distributor","The faux leather dining chair has a beautiful curved design and ergonomic high-backrest that perfectly fits the curve of the human body and provides strong support for your back. Hand-sewn lines add an air of modern luxury to the seats, making your home more comfortable and stylish. "
"Style: Transitional | Material: Fabric, Wood | Finish: Distressed | Assembly: Assembly Required | Color: Off-White | Product Features: Drawers, Wine Storage | Dimensions: 66. 0 In. W X 36. 0 In. H X 42. 0 In. D | Warranty: 1 year Limited Manufacturer","WARNING: Attention California residents: This product can expose you to chemicals including Wood dust, which is known to the State of California to cause cancer. www. P65Warnings. ca. gov"
"Style: Glam, Modern & Contemporary | Material: Glass, Veneer | Finish: Glossy | Assembly: Assembly Required | Color: Black, Clear, White | Product Features: Includes Hardware | Dimensions: See Description | Warranty: 1 year Limited Manufacturer","WARNING: Attention California residents: This product can expose you to chemicals including Cadmium, which is known to the State of California to cause cancer and birth defects or other reproductive harm. www. P65Warnings. ca. gov"
"Style: Industrial, Modern & Contemporary, Rustic | Material: Steel, Veneer | Finish: Oak Finish, Reclaimed | Assembly: Assembly Required | Color: Brown | Product Features: Adjustable Shelving, Includes Hardware | Dimensions: 68. 5 In. W X 21. 06 In. H X 16. 04 In. D | Warranty: 1 year Limited Manufacturer","WARNING: Attention California residents: This product can expose you to chemicals including Formaldehyde (gas), which is known to the State of California to cause cancer. www. P65Warnings. ca. gov"
"Style: Modern & Contemporary, Transitional | Material: Veneer | Finish: Wood Finish | Assembly: Assembly Required | Color: Grey | Product Features: Includes Hardware | Dimensions: 24. 0 In. L X 24. 0 In. W X 24. 0 In. H | Warranty: 1 year Limited Manufacturer","WARNING: Attention California residents: This product can expose you to chemicals including Wood dust, which is known to the State of California to cause cancer. www. P65Warnings. ca. gov"
"Style: French Country, Traditional | Material: Oak, Wood | Finish: Weathered | Assembly: Assembly Required | Color: Brown | Product Features: Casters | Dimensions: 30. 0 In. L X 52. 0 In. W X 20. 0 In. H | Warranty: 30 day Limited Manufacturer","The perfect blend of European design with the Magnolia Manor. Crafted of poplar solids with split oak veneers, this set features a weathered bisque finish, one fully stained interior drawer full extension drawer in each table, fancy face top, wood framed drawer fronts, bead molding, canted corners, and faceted turned legs. The cocktail Table offers casters that make rearranging effortless, antique pewter knob hardware and a bottom shelf for additional storage. Warm finishes and artistic distressing along with grand scale create a piece to be passed to generations. Kit consists of one rectangular cocktail table and two end tables. "
"Style: Modern & Contemporary | Material: Fabric, Faux Leather | Finish: Metal Finish | Assembly: Assembly Required | Color: Beige, Black, Brown, Grey, White | Product Features: Footrest, Padded Seat | Dimensions: 23. 62 In. W X 35. 04 In. H X 21. 26 In. D | Warranty: 1 year Limited Manufacturer","This counter height bar stool features an eye-catching modern silhouette with a touch of charm. The sturdy metal frame ensures the quality of this product, allowing you to enjoy it for years to come. In design, it skillfully blends clean geometric lines, maintaining simplicity without losing elegance, adding a touch of fashion to modern homes or commercial spaces. The barstool footrest and streamlined backrest ensure you can use it comfortably. Every detail is meticulously crafted, aiming to create a corner that is both aesthetically pleasing and practical for your relaxation. "
"Style: Casual, Modern & Contemporary | Material: Glass, Veneer | Finish: Glossy, Wood Finish | Assembly: Assembly Required | Color: Black, White | Product Features: Includes Hardware | Dimensions: 47. 25 In. L X 23. 63 In. W X 15. 0 In. H | Warranty: 1 year Limited Manufacturer","WARNING: Attention California residents: This product can expose you to chemicals including Wood dust, which is known to the State of California to cause cancer. www. P65Warnings. ca. gov"
"Style: Farmhouse | Material: MDF | Finish: Painted | Assembly: Assembly Required | Color: Black, Brown, Grey, White | Product Features: Adjustable Shelving | Dimensions: 26. 8 In. W X 67. 3 In. H X 15. 8 In. D | Warranty: 1 year Limited Manufacturer","This tall bar cabinet is a versatile storage solution for your home. It features a wine rack, open shelves, and a cabinet with hidden shelves to store and display your kitchen, dining, or bar essentials. The grey wash finish and X pattern add a rustic touch to your decor. "
"Style: Bohemian & Eclectic, Farmhouse | Material: Wicker, Wood | Finish: Wood Finish | Assembly: Assembly Required | Color: Brown | Product Features: Solid Wood | Dimensions: 49. 0 In. L X 21. 0 In. W X 10. 0 In. H | Warranty: 1 year Limited Manufacturer","Create a relaxed yet stylish space with the Seadrift bench from INK+IVY. This accent bench features durable solid wood legs in a chestnut finish, topped with a hand-woven water hyacinth seat. Its natural look complements a wide variety of décor styles, including boho and coastal, and pairs easily with any color scheme. Ideal for living rooms, bedrooms, entryways and dining rooms, this versatile bench adds both functionality and elegance to your home. "
"Style: Mid-Century Modern | Material: Velvet, Wood | Finish: Wood Finish | Assembly: Assembly Required | Color: Blue, Green, Grey, Orange, Pink, Purple | Product Features: Padded Seat | Dimensions: 27. 5 In. W X 34. 5 In. H X 27. 5 In. D | Warranty: 90 day Manufacturer",This living room chair comes in handy when you require a piece of functional and stylish furniture. The velvet fabric covering adds a touch of texture to the couch chair and the beautifully curved solid wood frame and user-friendly armrests complete its contemporary-traditional look. It will go with any type of furniture. The accent chair in any wayand body position is fine and will work well for always use chairs. 
"Style: Glam, Modern & Contemporary | Material: MDF | Finish: Goldtone Finish | Assembly: Assembly Required | Color: Black, White | Product Features: Drawers, Includes Hardware | Dimensions: 47. 3 In. W X 30. 0 In. H X 23. 6 In. D | Warranty: 30 day Limited Manufacturer","WARNING: Attention California residents: This product can expose you to chemicals including Wood dust, which is known to the State of California to cause cancer. www. P65Warnings. ca. gov"
"Style: Industrial, Mid-Century Modern | Material: Veneer, Wood | Finish: Antique, Wood Finish | Assembly: Assembly Required | Color: Black, Grey, Natural, White | Product Features: Keyboard Tray, Shelves | Dimensions: 59. 0 In. W X 30. 0 In. H X 26. 0 In. D | Warranty: 90 day Limited Manufacturer","Add an industrial and mid-century touch to your indoor décor with this graceful Wood and Metal Writing Desk by Corvus. Constructed of solid poplar wood with elm veneer, powder coated metal, this desk can provide a spacious, stylish storage and long-lasting addition to living room or office. "
Style: Modern & Contemporary | Material: Wood | Finish: Wood Finish | Assembly: Assembly Required | Color: Brown | Product Features: Solid Wood | Dimensions: 23. 7 In. L X 18. 0 In. W X 27. 6 In. H | Warranty: 30 day Limited Manufacturer,"Adorned in American country style, it exudes exquisite rusticity, harmoniously blending rural allure with a delicate touch and being crafted from high-quality materials, with feet and frames made of solid wood. This end table seamlessly marries functionality with aesthetics, catering to both storage and display requirements. The hidden USB charging port ensures that your devices remain charged at all times, while its thoughtfully designed storage solutions deter clutter and embodying simplicity in every aspect of your daily life. "
"Style: Modern & Contemporary, Traditional, Transitional | Material: Fabric, Faux Leather, Wood | Finish: Black Finish, Walnut Finish, Wood Finish | Assembly: Assembly Required | Color: Black, Brown, Cream, Grey | Product Features: Footrest, Swivel, Upholstered | Dimensions: 20. 5 In. W X 37. 5 In. H X 19. 0 In. D | Warranty: 1 year Limited Manufacturer","Update your home with our modern, versatile, and exceptionally comfortable Sicily Upholstered Swivel Bar or Counter Stool. Featuring a softly contoured back and padded seat, our bar stool delivers linger-worthy comfort for your casual meals and cocktail hours. It is perched upon tapered legs with a metal footrest to provide a comfortable seating experience. The counter stool is generously padded to attain a cozy and modern look in any room. It is available in both easy-to-maintain faux leather upholstery or high-performance fabric to best suit the need of your household. The bar chair is expertly crafted from beechwood for easy care, durability, and natural beauty. You can use it anywhere in the house from your kitchen to a home office to accompany a kitchen island, pub table, home bar, or adjustable desk. Our modern bar stool is fitted with a wonderful 360 degree swivel function with a smooth gliding system, allowing you to follow conversations and create a social space at your kitchen island or breakfast counter. The Sicily swivel bar or counter stool easily incorporates into any home and is available in your choice of 26-inch or 30-inch seat height in a walnut wood finish with cream or gray faux leather upholstery or a black brushed wood finish with gray faux leather or light gray fabric upholstery. "
